FlatSize,Speed,Repeat,RMS,Peak,CrestFactor,Kurtosis,Skewness,ShapeFactor,ImpulseFactor,SpectralEntropy,BandEnergy_0_200Hz,BandEnergy_200_1000Hz,BandEnergy_1000_3000Hz,FFT_PeakFreq,FFT_SpectralCentroid,FFT_SpectralRolloff,STFT_SpectralEntropy,CWT_Entropy,ImpactCount
0,5,41,55.70231140138473,214.20206227563682,3.8454788838495464,9698.532205077783,77.12804914108854,1.0002397220305526,3.84640072985603,3.5566094108384316,0.0013042610289440773,0.06156161547048905,0.9371341235005669,2786.333333333333,1284.7732675505044,3252.0,0.7373208958735348,5.663938604886558,0
0,5,42,55.702822495901806,214.22399259344965,3.845837302215891,9647.625596747399,76.8213706348208,1.0002404095954915,3.846761878406043,3.6573573611602823,0.0015873014102146979,0.06297894186706905,0.9354337567227162,2786.333333333333,1286.287819769636,3255.0,0.7373330638600064,5.6634111887441065,0
0,5,43,55.70225986949657,214.21952058071625,3.845795863266693,9650.196415298022,76.83661175267598,1.0002403692756126,3.8467202744325,3.6801832516830113,0.0016668108624783907,0.063277083921133,0.9350561052163886,2786.333333333333,1286.434279640491,3256.333333333333,0.7373340245734223,5.665509010160486,0
0,5,44,55.70263682832603,214.31959140312335,3.847566356035359,9489.879215143552,75.8506612071048,1.0002426648313902,3.8485000250764085,3.905837578314346,0.0027898376624642656,0.06561019778661499,0.9315999645509208,2786.333333333333,1291.6337906125013,3267.6666666666665,0.7373846634670006,5.663804392250576,0
0,5,45,55.70274055277318,213.93129116394127,3.840588255460451,9566.582109406969,76.33640115235546,1.0002405397236733,3.8415120694981626,3.740104558096559,0.0020366048801651803,0.0639116993629359,0.9340516957568988,2786.333333333333,1286.891595096141,3255.0,0.7373303087899983,5.662178375368237,0
0,5,46,55.702824151983116,214.32576844782693,3.847664309857018,9739.962679704648,77.35847355959895,1.0002395591022257,3.8485860528647526,3.5521662095981785,0.001272221065537729,0.06115914595105831,0.9375686329834039,2786.333333333333,1285.9960087379775,3255.333333333333,0.7373198472051127,5.66310544167254,0
0,5,47,55.702590344531714,214.3077030034803,3.8473561404944383,9709.712049128842,77.1969816089822,1.0002399057072384,3.8482791431903216,3.5831444144673057,0.0013496038346490285,0.061563403854176794,0.9370869923111742,2786.333333333333,1285.4901123455804,3254.333333333333,0.7373207680307017,5.664557774856479,0
0,5,48,55.702921680396926,214.2783231826555,3.846805817693127,9743.589998280308,77.40374378223386,1.0002393963862242,3.847726729104389,3.517869133274639,0.0011135674693097523,0.061090463793587735,0.9377959687371025,2786.333333333333,1284.9403108885663,3252.333333333333,0.7373118650711512,5.663590226280128,0
0,5,49,55.70346069829276,214.46203217883743,3.850066575583704,9491.48158516027,75.92845767392207,1.0002431590775918,3.8510027542208896,3.8930637201666993,0.0026245830101194476,0.06525363778444469,0.9321217792054359,2786.333333333333,1289.2371624083878,3261.6666666666665,0.737408918075188,5.664190323339481,0
0,10,0,55.70269496602733,214.24915772887346,3.8462978830654864,9694.469248115878,77.09601038520614,1.0002398997674298,3.8472206090330996,3.609269632106675,0.0015833284901050596,0.0618841400080076,0.9365325315018874,2786.333333333333,1286.0526140532793,3255.0,0.7373155573792043,5.663776134968141,0
0,10,1,55.7028253956732,214.63132678413288,3.853149732702871,9512.30821023256,76.00771483335441,1.0002433587518031,3.854087430412332,3.893079263303943,0.002646251170867862,0.06622925841181186,0.9311244904173203,2786.333333333333,1291.3064964176758,3265.0,0.7374087350277992,5.665397239344642,0
0,10,2,55.70331885364143,214.3689207407403,3.8484048195402383,9612.146775143858,76.59785161371286,1.0002412761900137,3.8493333479927276,3.811571668113716,0.002336859219011875,0.06474348421765949,0.9329196565633285,2786.333333333333,1289.3180737768519,3263.6666666666665,0.7373627137872886,5.6644336732160525,0
0,10,3,55.7022575923201,214.2804615068546,3.846890068175591,9688.585082573924,77.0547877206539,1.0002400672695322,3.8478135805704485,3.601996059765087,0.0013958379937542404,0.06224128957999308,0.9363628724262527,2786.333333333333,1286.4853518269556,3256.333333333333,0.7373315338215,5.66288271424683,0
0,10,4,55.70359299855393,214.15475322616854,3.844541109434862,9497.945603616863,75.92682527729396,1.0002420787967616,3.8454717913207346,3.8885203403840984,0.002496867132161323,0.0662885267311244,0.9312146061367143,2786.333333333333,1289.3183849487646,3263.6666666666665,0.7373634480279448,5.663431903134212,0
0,10,5,55.702594995736675,213.97499234347927,3.84138283611125,9499.37681604094,75.96607034191707,1.000241563336252,3.842310773364962,3.811810284654566,0.00228860822824574,0.06421488876594351,0.9334965030058108,2786.333333333333,1287.5469531973588,3259.6666666666665,0.7373544816795581,5.665261624259838,0
0,10,6,55.70131433759228,214.10624647273124,3.843827547319346,9517.963666617192,76.03804230917767,1.0002416932472973,3.844756574481308,3.8369608426096846,0.002446348668209684,0.06669252525066473,0.9308611260811256,2786.333333333333,1288.1835167124307,3261.6666666666665,0.7373582855348982,5.665573875231534,0
0,10,7,55.7017520839778,214.0859932871158,3.843433739110265,9627.665241223429,76.7287873068967,1.0002402886671247,3.844357272680618,3.651986476238686,0.0016787102351899677,0.06264213108656876,0.9356791586782413,2786.333333333333,1285.9502945430738,3253.6666666666665,0.7373299511819917,5.664524277596643,0
0,10,8,55.70093544727565,213.97896816836558,3.841568663975308,9327.647781838656,74.93945681553772,1.000243821288432,3.8425053201965578,4.067354325425073,0.0034885611201859734,0.06987504669173729,0.9266363921880768,2786.333333333333,1291.0351513429032,3265.333333333333,0.7373913399791762,5.666670625136027,0
0,10,9,55.70414219023351,214.30591402515333,3.8472168423899924,9373.50961524512,75.15240414756333,1.0002441043244235,3.848155964658215,4.064008673936909,0.0034910770989147787,0.06810697776600404,0.9284019451350812,2786.333333333333,1294.5322773522141,3277.6666666666665,0.7374226710799882,5.665915320468953,0
0,10,10,55.70333271113061,214.14491141212014,3.8443823913130037,9680.248442352664,77.03110529271997,1.000239776640898,3.8453041844091196,3.59936791004212,0.0014940805795976724,0.06163825597349545,0.9368676634469069,2786.333333333333,1284.6113734552175,3251.6666666666665,0.7373166304655161,5.663419782725584,0
0,10,11,55.70230478909349,214.49338405861036,3.850709317518369,9716.608178064904,77.21904176054487,1.0002403625175504,3.8516348837042824,3.6074867464424942,0.0015501468741978828,0.06177246796529888,0.9366773851605033,2786.333333333333,1287.3882655340974,3256.0,0.7373439969608273,5.664083414054937,0
0,10,12,55.701275694046416,214.46903928386791,3.850343400784827,9536.776694130225,76.15751520005885,1.0002425713227039,3.8512773836764196,3.796521884613366,0.0022709768002219695,0.06490748424485082,0.9328215389549273,2786.333333333333,1290.3425313639825,3263.0,0.7373815760262195,5.665959397728816,0
0,10,13,55.70162988179948,214.30167940011228,3.8473143399011276,9531.291074685212,76.11383372664379,1.000242104355807,3.8482457914609762,3.8371764619159388,0.0025398193736443585,0.06471399348090696,0.9327461871454487,2786.333333333333,1289.4103005805162,3262.6666666666665,0.7373773005732761,5.66504287755399,0
0,10,14,55.70277131909712,214.34777146542115,3.8480629668767348,9725.978924881543,77.29206148008892,1.0002398193364714,3.8489858067841514,3.558686275998599,0.001367083478806102,0.06178758282095564,0.9368453337002383,2786.333333333333,1285.6833344860065,3255.0,0.7373312971595054,5.663182727536788,0
0,10,15,55.70284758637239,214.37985414425205,3.8486336593804538,9565.04152372151,76.34380785014802,1.0002419458609637,3.8495648203647064,3.7819966544145727,0.002247560671628969,0.06478008102826442,0.9329723583001066,2786.333333333333,1287.6726573322453,3255.333333333333,0.7373633824405785,5.6651868501729385,0
0,10,16,55.704213234421914,214.30943146501224,3.847275080668075,9430.07156502867,75.49062231891777,1.0002433800583905,3.8482114307018525,3.9759627811201668,0.0031536038474871213,0.06716186175338722,0.9296845343991256,2786.333333333333,1294.269482260111,3274.0,0.7374086090981552,5.664695270730052,0
0,10,17,55.70544533395721,214.56980962550557,3.8518641820229202,9419.649176420007,75.43698758517911,1.0002443139037578,3.852805245997975,4.0383645519668,0.003483624622054925,0.06827316293654169,0.9282432124414033,2786.333333333333,1294.955040993465,3273.333333333333,0.7374322159295698,5.6646640798908034,0
0,10,18,55.70309681067345,214.38373583110032,3.8486861252931552,9388.190968435503,75.22555594348673,1.0002441390471237,3.8496257398564624,4.051727680586028,0.0036387740887963748,0.06858298702806169,0.9277782388831419,2786.333333333333,1292.5734225102676,3270.0,0.7374076513469143,5.665553708151149,0
0,10,19,55.70285128282273,214.35327252226517,3.848156200010645,9687.925926316246,77.04903001580446,1.0002402835419133,3.849080848612219,3.628569756620877,0.0016082113173243593,0.06186681546060933,0.9365249732220663,2786.333333333333,1287.2544495331765,3256.0,0.7373330643488879,5.662443181971506,0
0,10,20,55.702118131430446,214.24288872324766,3.8462251689915377,9616.263140515557,76.63637435937363,1.000240871664014,3.847151615648166,3.7523901831326762,0.001988271286916865,0.06424059727066012,0.9337711314424231,2786.333333333333,1288.2585449944038,3261.6666666666665,0.7373402340484678,5.662558289847813,0
0,10,21,55.70278010879989,214.35136838976447,3.8481269331815877,9542.748803490202,76.2006569080505,1.0002421269266881,3.849058668329425,3.788850721574592,0.002289736235241518,0.06383536518095678,0.9338748985838018,2786.333333333333,1288.4610884105077,3261.6666666666665,0.7373625761386304,5.664433596985214,0
0,10,22,55.70351203760431,214.248785068559,3.8462347746390564,9397.642924187612,75.31537582004259,1.0002436473359002,3.847171899495144,4.008021286674023,0.0033798667824688003,0.06730242439819974,0.9293177088193314,2786.333333333333,1292.2269105081366,3270.6666666666665,0.7374083265363638,5.665096120749258,0
